"model","eco_fuel","energySource","engine_type","typePrivate"
"Vauxhall Vectra, Model Year 2001",0,"Petrol","2.2i 16v Estate","Car"
"Vauxhall Vectra, Model Year 2002",0,"LPG","1.8 16v","Car"
"Vauxhall Vectra, Model Year 2003",0,"Petrol","2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838056497","Car"
"Vauxhall Vivaro",0,"Diesel","9 Seat Combi","Car"
"Vauxhall Vivaro MY2008",0,"Diesel","2.0CDTi 16v 115PS LWB Standard Roof 2.9T 9 Seat","Car"
"Vauxhall Vivaro MY2009",0,"Diesel","2.0CDTi 16v 90PS or 115PS Solenoid Injectors From April 2009","Car"
"Vauxhall Vivaro Model Year 2009",0,"Diesel","2.0CDTi 16v 90ps or 115ps Solenoid Injectors From April 2009","Car"
"Vauxhall Vivaro, MY2007",0,"Diesel","2.0CDTi 115PS LWB 2.9T 5 Door","Car"
"Vauxhall Vivaro, MY2008 5 Door Combi",0,"Diesel","2.0CDTi 16v 115PS LWB Standard Roof 2.9T 9 Seat","Car"
"Vauxhall Zafira MY2008",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Zafira MY2009",0,"Petrol","2.0i 16v Turbo 200PS","Car"
"Vauxhall Zafira Model Year 2009",0,"Petrol","2.0i 16v Turbo 200ps","Car"
"Vauxhall Zafira Model Year 2010",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Zafira Model Year 2011",0,"Petrol","1.6l VVT 16V 115PS with 16 inch wheels","Car"
"Vauxhall Zafira Model Year 2012",0,"Diesel","1.4i 16v Turbo 140PS with 17/18/19 inch wheels","Car"
"Vauxhall Zafira, MY2004",0,"Petrol","1.6 16v Life 5 Door From VIN: W0L0TGF7542075189","Car"
"Vauxhall Zafira, MY2005",0,"Petrol","1.8i 16v 5 Door MPV","Car"
"Vauxhall Zafira, MY2007",0,"Petrol","1.9CDTi 120PS 5 Door MPV","Car"
"Vauxhall Zafira, MY2008 5 Door MPV",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Zafira, Model Year 2000",0,"Petrol","1.8 16v","Car"
"Vauxhall Zafira, Model Year 2001",0,"Petrol","1.8i 16v","Car"
"Vauxhall Zafira, Model Year 2002",0,"Petrol","1.8i 16v","Car"
"Vauxhall Zafira, Model Year 2003",0,"Petrol","2.0 DTI 5 Door Estate, From VIN: W0L0TGF7532000000","Car"
"Vauxhall Zafira, Model Year 2010",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Zafira, Model Year 2011",0,"Petrol","Elite EcoFlex 1.7CDTi 125PS","Car"
"Vauxhall Zafira, Model Year 2012",0,"Diesel","1.4i 16v Turbo 140PS with 17'/18'/19' wheels","Car"
"Vauxhall Zafira, Model Year 2013",0,"Diesel","2.0 CDTi 165PS with 17' wheels","Car"
"Volkswagen Beetle",0,"Petrol","2.0 (115 PS)","Car"
"Volkswagen Beetle (from NOV 06 Wk 45 >)",0,"Petrol","2.0 (115 PS) Beetle","Car"
"Volkswagen Beetle Cabriolet",0,"Petrol","2.0 (115 PS)","Car"
"Volkswagen Beetle Cabriolet, 2013",0,"Diesel","1.4 TSI 160PS Design","Car"
"Volkswagen Bora",0,"Petrol","2.0 (115 bhp)","Car"
"Volkswagen Bora 4 Door Saloon",0,"Petrol","SE 2.0  115 bhp","Car"
"Volkswagen CC",0,"Diesel","1.8 TSI 160PS","Car"
"Volkswagen Caddy Camper, Model Year 2013",0,"Diesel","2.0 CR TDI 140PS BlueMotion Technology","Car"
"Volkswagen Caddy Kombi",0,"Diesel","1.9 TDI (90 bhp)","Car"
"Volkswagen Caddy Life",0,"Diesel","1.9 TDI PD 105PS","Car"
"Volkswagen Caddy Maxi Life",0,"Diesel","1.9 TDI PD 105PS","Car"
"Volkswagen Caddy Shuttle( From 2004 )",0,"Diesel","C20 SDI PD (69 PS) 2.0","Car"
"Volkswagen California Motor Home",0,"Diesel","2.5 TDI 130PS with DPF","Car"
"Volkswagen Caravelle",0,"Diesel","2.5 TDI (102 bhp)","Car"
"Volkswagen Caravelle (S,SE,Executive) From Oct 2003",0,"Diesel","130 PS TDI PD 2.5","Car"
"Volkswagen Caravelle (SE,Executive)",0,"Diesel","130PS TDI PD 2.5 with DPF","Car"
"Volkswagen Caravelle , Model Year 2010",0,"Diesel","2.0 TDI 140PS 7speed DSG LWB Executive","Car"
"Volkswagen Caravelle Limousine",0,"Diesel","102 bhp TDI","Car"
"Volkswagen Caravelle Model Year 2010",0,"Diesel","2.0 TDI (140ps)","Car"
"Volkswagen Caravelle Sedan/Variant",0,"Diesel","102 bhp TDI","Car"
"Volkswagen Caravelle Startline",0,"Diesel","1.9 TDI (102ps)","Car"
"Volkswagen Crafter",0,"Diesel","2.5 TDI 108PS ( Axle Ratio 4.182 )","Car"
"Volkswagen Eos",0,"Petrol","1.4 TSI (122ps)","Car"
"Volkswagen Eos (from NOV 06 Wk 45 >)",0,"Petrol","1.6 FSI (115 PS) Eos","Car"
"Volkswagen Eos, Model Year 2011",0,"Petrol","1.4 TSI 160PS Sport","Car"
"Volkswagen Fox",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Fox (from NOV 06 Wk 45 >)",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Golf",0,"Petrol","1.6 TDI 105PS BlueMotion","Car"
"Volkswagen Golf  Hatchback (3 Door)",0,"Petrol","V5 (170 bhp)","Car"
"Volkswagen Golf 3 / 5 Door",0,"Petrol","1.9 TDI (105 PS) S, Match, Sport","Car"
"Volkswagen Golf 3 / 5 Door (from NOV 06 Wk 45 >)",0,"Petrol","1.9 TDI (105 PS) S, Match, Sport","Car"
"Volkswagen Golf 3 Door",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Golf 3 Door (from 2004)",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Golf 3/5 Door Hatchback",0,"Petrol","SE TDI 1.9  90 bhp","Car"
"Volkswagen Golf 5 Door",0,"Petrol","1.6 FSI (115 PS)","Car"
"Volkswagen Golf 5 Door (from 2004)",0,"Petrol","1.6 FSI (115 PS)","Car"
"Volkswagen Golf 5 Door Estate",0,"Petrol","SE TDI 1.9  90 bhp","Car"
"Volkswagen Golf Cabriolet",0,"Petrol","2.0 (115 bhp)","Car"
"Volkswagen Golf Cabriolet 2 Door Convertible",0,"Petrol","SE 1.6  100 bhp","Car"
"Volkswagen Golf Estate",0,"Diesel","2.0 (115 bhp)","Car"
"Volkswagen Golf Hatchback (3 Door)",0,"Petrol","V5 (170 PS)","Car"
"Volkswagen Golf Hatchback (5 Door)",0,"Petrol","V6 4MOTION","Car"
"Volkswagen Golf Plus",0,"Diesel","1.6 FSI (115 PS)","Car"
"Volkswagen Golf Plus (from NOV 06 Wk 45 >)",0,"Diesel","1.4 TSI (140 PS) Sport","Car"
"Volkswagen Golf VI",0,"Petrol","1.4 (122 PS) TSI","Car"
"Volkswagen Jetta",0,"Diesel","1.9 TDI (105 PS)","Car"
"Volkswagen Jetta (from NOV 06 Wk 45 >)",0,"Diesel","2.0 TFSI (200 PS) DSG Sport","Car"
"Volkswagen LT 28 Window Van SWB Low Roof",0,"Diesel","109 PS TDI 2.5 Axle Ratio 3.455","Car"
"Volkswagen LT 35 Kombi MWB - LWB",0,"Diesel","2.5 (109 bhp) Axle Ratio 3.727","Car"
"Volkswagen LT 35 Window Van MWB + LWB High Roof",0,"Diesel","109 PS TDI 2.5 Axle Ratio 3.727 Option","Car"
"Volkswagen LT 35 Window Van MWB Low Roof",0,"Diesel","109 PS TDI 2.5 Axle Ratio 3.727 Option","Car"
"Volkswagen LT Kombi",0,"Diesel","2.5 (83 bhp)","Car"
"Volkswagen Lupo",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Lupo 3 Door Hatchback",0,"Petrol","E 1.4  75 bhp","Car"
"Volkswagen Multi-Van",0,"Diesel","2.5 TDI (102 bhp)","Car"
"Volkswagen New Beetle",0,"Petrol","2.0 115 bhp","Car"
"Volkswagen New Beetle Cabriolet",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen New Caddy ( Passenger range )",0,"Diesel","2.0 TDI CR 140PS","Car"
"Volkswagen New Caddy Maxi ( Passenger Range)",0,"Diesel","2.0 TDI CR 140PS","Car"
"Volkswagen New Golf",0,"Petrol","1.6 FSI (115 PS)","Car"
"Volkswagen New Golf 2013",0,"Petrol","1.4 TSI 140PS 3 door GT","Car"
"Volkswagen New Golf Plus",0,"Diesel","2.0 TDI 140PS","Car"
"Volkswagen New Golf, 2013",0,"Diesel","1.2 TSI 105PS 3 door S","Car"
"Volkswagen New Passat  Saloon",0,"Petrol","1.9 TDI PD (130 bhp)","Car"
"Volkswagen New Passat Estate",0,"Petrol","1.9 TDI PD (130 bhp)","Car"
"Volkswagen New Passat Saloon",0,"Petrol","1.6 FSI (115 PS)","Car"
"Volkswagen New Polo Estate",0,"Petrol","SE 1.6  100 bhp","Car"
"Volkswagen New Polo Hatch 3 & 5 Door",0,"Petrol","S 1.4  75 bhp","Car"
"Volkswagen New Polo Saloon",0,"Petrol","SE 1.6  100 bhp","Car"
"Volkswagen New Sharan 5 Door",0,"Petrol","SE 2.0  115 bhp","Car"
"Volkswagen New Tiguan",0,"Petrol","2.0 TDI CR 110PS","Car"
"Volkswagen Passat  Saloon",0,"Petrol","2.0 (115 bhp)","Car"
"Volkswagen Passat 4 Door Saloon",0,"Petrol","SE TDI 1.9 90 bhp","Car"
"Volkswagen Passat 4 Door Saloon S/SE/Sport",0,"Diesel","TDI PD 1.9 115 bhp","Car"
"Volkswagen Passat 5 Door Estate",0,"Petrol","SE TDI 1.9 90 bhp","Car"
"Volkswagen Passat 5 Door Estate S/SE/Sport",0,"Diesel","TDI PD 1.9 115 bhp","Car"
"Volkswagen Passat Alltrack",0,"Diesel","2.0 TDI 140PS 4MOTION BlueMotion Technology","Car"
"Volkswagen Passat CC",0,"Diesel","1.8 TSI (160 PS)","Car"
"Volkswagen Passat Estate",0,"Diesel","1.9 TDI PD (130 PS)","Car"
"Volkswagen Passat Estate (from NOV 06 Wk 45 >)",0,"Diesel","2.0 TFSI (200 PS) Sport","Car"
"Volkswagen Passat Saloon",0,"Diesel","1.9 TDI PD (130 PS)","Car"
"Volkswagen Passat Saloon (from NOV 06 Wk 45 >)",0,"Diesel","2.0 TFSI (200 PS) Sport","Car"
"Volkswagen Phaeton",0,"Petrol","W12","Car"
"Volkswagen Phaeton (from NOV 06 Wk 45 >)",0,"Petrol","3.0 TDI V6 4MOTION (225 PS) Tiptronic with DPF (standard wheelbase)","Car"
"Volkswagen Polo",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Polo (available from February 2002)",0,"Petrol","1.4 (75 bhp)","Car"
"Volkswagen Polo (from February 2002)",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Polo 3 / 5 Door",0,"Petrol","1.4 (80 PS) Dune 5 door","Car"
"Volkswagen Polo 3 / 5 Door (from NOV 06 Wk 45 >)",0,"Petrol","1.2 (55 PS) E, S","Car"
"Volkswagen Polo Dune",0,"Petrol","1.4 (75 PS)","Car"
"Volkswagen Polo Estate",0,"Petrol","1.4 (75 bhp)","Car"
"Volkswagen Polo Hatch",0,"Petrol","1.4 (60 bhp)","Car"
"Volkswagen Polo Saloon",0,"Petrol","1.4 (75 bhp)","Car"
"Volkswagen Scirocco",0,"Petrol","1.4 TSI 122PS","Car"
"Volkswagen Sharan",0,"Diesel","2.0 (115 PS)","Car"
"Volkswagen Sharan (from NOV 06 Wk 45 >)",0,"Petrol","2.0 TDI (140 PS) S, SE, Sport","Car"
"Volkswagen T5 California",0,"Diesel","2.0 TDI 140PS","Car"
"Volkswagen T5 California  Model Year 2010",0,"Diesel","2.0 TDI 140PS SWB SE","Car"
"Volkswagen T5 California , Model Year 2010",0,"Diesel","2.0 TDI 140PS SWB SE","Car"
"Volkswagen T5 California Model Year 2010",0,"Diesel","2.0 TDI (140ps)","Car"
"Volkswagen T5 Kombi",0,"Diesel","T30 2.0 TDI 140PS","Car"
"Volkswagen T5 Kombi Model Year 2010",0,"Diesel","T30 2.0 TDI (140ps)","Car"
"Volkswagen T5 Kombi, Model Year 2010",0,"Diesel","T32 2.0 TDI 140PS LWB","Car"
"Volkswagen T5 Shuttle",0,"Diesel","2.0 TDI 140PS","Car"
"Volkswagen T5 Shuttle Model Year 2010",0,"Diesel","2.0 TDI (140ps)","Car"
"Volkswagen T5 Shuttle, Model Year 2010",0,"Diesel","2.0 TDI 140PS 7speed DSG LWB SE","Car"
"Volkswagen T5 Transporter 2010",0,"Diesel","T26 2.0 TDI (84ps) Normal Roof SWB","Car"
"Volkswagen T5 Window Van",0,"Diesel","2.0 TDI 140PS","Car"
"Volkswagen T5 Window Van Model Year 2010",0,"Diesel","T30 2.0 TDI (140ps)","Car"
"Volkswagen T5 Window Van, Model Year 2010",0,"Diesel","T30 2.0 TDI 140PS SWB","Car"
"Volkswagen Tiguan",0,"Diesel","1.4 TSI (150ps)","Car"
"Volkswagen Touareg",0,"Diesel","3.2 V6 (240 PS)","Car"
"Volkswagen Touareg (from NOV 06 Wk 45 >)",0,"Diesel","2.5 TDI (174 PS) Tiptronic with DPF","Car"
"Volkswagen Touareg , Model Year 2011",0,"Diesel","3.0 V6 TDI 204PS Altitude","Car"
"Volkswagen Touran",0,"Diesel","1.6 FSI (115 PS)","Car"
"Volkswagen Touran (from NOV 06 Wk 45 >)",0,"Diesel","1.4 TSI (140 PS) DSG SE","Car"
"Volkswagen Touran, Model Year 2011",0,"Diesel","2.0 TDI 140PS BlueMotion Technology","Car"
"Volkswagen Transporter Kombi LWB Highroof (from Oct 2003)",0,"Diesel","T30 (130 PS) TDI PD 2.5","Car"
"Volkswagen Transporter Kombi SWB & LWB Low Roof From Oct 2003",0,"Diesel","T30 (104 PS) TDI PD 1.9","Car"
"Volkswagen Transporter Kombi SWB & LWB Medium Roof From Oct 2003",0,"Diesel","T30 (130 PS) TDI PD 2.5ltr","Car"
"Volkswagen Transporter Shuttle 2007 Model Year",0,"Diesel","1.9 TDI PD T30 102PS","Car"
"Volkswagen Transporter Shuttle SWB & LWB (S, SE)",0,"Diesel","T30 (130 PS) TDI PD 2.5ltr","Car"
"Volkswagen Transporter Shuttle SWB &amp; LWB (S, SE)From Oct 2003",0,"Diesel","T30 (130 PS) TDI PD 2.5","Car"
"Volkswagen Transporter Shuttle SWB/LWB (S,SE) 2007 Model Year",0,"Diesel","1.9 TDI PD T30 102PS","Car"
"Volkswagen Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",0,"Diesel","1.9 TDI PD T30 (102ps)","Car"
"Volkswagen Transporter Window Van High Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van LWB Highroof",0,"Diesel","T30/T32 (104 PS) TDI PD 1.9ltr","Car"
"Volkswagen Transporter Window Van LWB Highroof (from Oct 2003)",0,"Diesel","T30 (130 PS) TDI PD 2.5","Car"
"Volkswagen Transporter Window Van Low Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van Medium Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van SWB & LWB  Medium Roof",0,"Diesel","T30/T32 (130 PS) TDI PD 2.5ltr","Car"
"Volkswagen Transporter Window Van SWB & LWB  Medium Roof From Oct 2003",0,"Diesel","T30 (130 PS) TDI PD 2.5","Car"
"Volkswagen Transporter Window Van SWB & LWB Low Roof",0,"Diesel","T30/T32 (130 PS) TDI PD 2.5ltr","Car"
"Volkswagen Transporter Window Van SWB & LWB Low Roof  From Oct 2003",0,"Diesel","T30 (104 PS) TDI PD 1.9","Car"
"Volkswagen Transporter Window Van SWB/LWB High Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van SWB/LWB High Roof Model Year 2007",0,"Diesel","2.5 TDI PD (130ps) T30 Tiptronic with DPF","Car"
"Volkswagen Transporter Window Van SWB/LWB Low Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van SWB/LWB Low Roof Model Year 2007",0,"Diesel","2.5 TDI PD (130ps) T30 Tiptronic with DPF","Car"
"Volkswagen Transporter Window Van SWB/LWB Medium Roof 2007 Model Year",0,"Diesel","1.9 TDI PD 102PS T32","Car"
"Volkswagen Transporter Window Van SWB/LWB Medium Roof Model Year 2007",0,"Diesel","1.9 TDI PD (102ps) T32","Car"
"Volkswagen VW UP",0,"Petrol","1.0 MPI 60PS ASG","Car"
"Volkswagen Window Van",0,"Diesel","2.5 TDI (102 bhp)","Car"
"Volvo All New C70 Model Year 06",0,"Petrol","T5","Car"
"Volvo All-New S80 Model Year 08",0,"Petrol","2.0","Car"
"Volvo All-New V70 Model Year 08",0,"Diesel","2.0","Car"
"Volvo All-New XC70 Model Year 08",0,"Diesel","D5 AWD","Car"
"Volvo C30 Model Year 07",0,"Petrol","1.6","Car"
"Volvo C30 Model Year 08",0,"Petrol","2.0","Car"
"Volvo C30 Model Year 09",0,"Petrol","2.0","Car"
"Volvo C30 Model Year 13",0,"Diesel","2.0","Car"
"Volvo C30 Model Year 2010",0,"Diesel","2.0","Car"
"Volvo C30 Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo C30, Model Year 2011",0,"Diesel","2.0 Manual","Car"
"Volvo C30, Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo C30, Model Year 2013",0,"Diesel","2.0 Manual","Car"
"Volvo C70 Convertible Model Year 03",0,"Petrol","T5","Car"
"Volvo C70 Convertible Model Year 04",0,"Petrol","T5","Car"
"Volvo C70 Convertible Model Year 05",0,"Petrol","2.0 T","Car"
"Volvo C70 Coup&",0,,,"Car"
"Volvo C70 Coupe/Convertible Model Year 2002",0,"Petrol","T5","Car"
"Volvo C70 Coupé/Convertible Model Year 2001",0,"Petrol","T5","Car"
"Volvo C70 Coupé/Convertible Model Year 2001 - 02",0,"Petrol","T5","Car"
"Volvo C70 Coupé/Convertible Model Year 2002",0,"Petrol","T5","Car"
"Volvo C70 Model Year 07",0,"Petrol","T5","Car"
"Volvo C70 Model Year 08",0,"Petrol","2.0","Car"
"Volvo C70 Model Year 09",0,"Petrol","2.0","Car"
"Volvo C70 Model Year 09w46",0,"Diesel","D5 Geartronic","Car"
"Volvo C70 Model Year 13",0,"Diesel","T5","Car"
"Volvo C70 Model Year 2010",0,"Petrol","2.0","Car"
"Volvo C70 Model Year 2012",0,"Diesel","D3 Auto","Car"
"Volvo C70 Model Year 2013",0,"Diesel","T5","Car"
"Volvo C70, Model Year 2011",0,"Diesel","D3 Auto","Car"
"Volvo C70, Model Year 2012",0,"Diesel","D3 Auto","Car"
"Volvo New S40 Model Year 04",0,"Petrol","T5","Car"
"Volvo New S40 Model Year 05",0,"Petrol","T5","Car"
"Volvo New S80 Model Year 06",0,"Petrol","2.5T","Car"
"Volvo New V70 Model Year 2001",0,"Petrol","T5","Car"
"Volvo New V70 Model Year 2001 - 02",0,"Petrol","T5","Car"
"Volvo S/V40 Model Year 04",0,"Petrol","2.0","Car"
"Volvo S/V40 Model Year 2001",0,"Petrol","2.0","Car"
"Volvo S/V40 Model Year 2001 - 02",0,"Petrol","2.0","Car"
"Volvo S/V40 Model Year 2002",0,"Petrol","2.0","Car"
"Volvo S/V40 Model Year 2003",0,"Petrol","2.0","Car"
"Volvo S40 Model Year 06",0,"Petrol","1.6","Car"
"Volvo S40 Model Year 07",0,"Petrol","1.8","Car"
"Volvo S40 Model Year 08",0,"Petrol","2.0","Car"
"Volvo S40 Model Year 09",0,"Petrol","2.0","Car"
"Volvo S40 Model Year 2010",0,"Diesel","2.0","Car"
"Volvo S40 Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo S40, Model Year 2011",0,"Diesel","2.0 Manual","Car"
"Volvo S40, Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo S60 2.4 Bi Fuel Model Year 07",0,"Petrol","2.4 Bi Fuel","Car"
"Volvo S60 Bi-Fuel Model Year 05",0,"Petrol","2.4 Bi-Fuel CNG","Car"
"Volvo S60 Bi-Fuel Model Year 06",0,"Petrol","2.4 Bi-Fuel CNG","Car"
"Volvo S60 Model Year 03",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S60 Model Year 04",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S60 Model Year 05",0,"Petrol","2.0 T","Car"
"Volvo S60 Model Year 06",0,"Petrol","2.0 T","Car"
"Volvo S60 Model Year 07",0,"Petrol","2.0 T","Car"
"Volvo S60 Model Year 08",0,"Petrol","2.0 T","Car"
"Volvo S60 Model Year 09",0,"Diesel","2.4","Car"
"Volvo S60 Model Year 13",0,"Diesel","D2 Manual","Car"
"Volvo S60 Model Year 2001",0,"Petrol","T5","Car"
"Volvo S60 Model Year 2001 - 02",0,"Petrol","T5","Car"
"Volvo S60 Model Year 2002",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S60 Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo S60, Model Year 2011",0,"Petrol","T6 AWD","Car"
"Volvo S60, Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo S60, Model Year 2013",0,"Diesel","D2 Manual","Car"
"Volvo S60, Model Year 2014",0,"Diesel","D5","Car"
"Volvo S80 Bi-Fuel Model Year 05",0,"Petrol","2.4 Bi-Fuel CNG","Car"
"Volvo S80 Model Year 03",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S80 Model Year 04",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S80 Model Year 05",0,"Petrol","2.0 T","Car"
"Volvo S80 Model Year 06",0,"Petrol","2.0 T","Car"
"Volvo S80 Model Year 07",0,"Petrol","2.4","Car"
"Volvo S80 Model Year 09",0,"Petrol","2.5FT Flexifuel","Car"
"Volvo S80 Model Year 13",0,"Diesel","D3 Auto","Car"
"Volvo S80 Model Year 2001",0,"Petrol","2.4 (140 bhp)","Car"
"Volvo S80 Model Year 2001 - 02",0,"Petrol","2.4 (140 bhp)","Car"
"Volvo S80 Model Year 2002",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo S80 Model Year 2010",0,"Diesel","2.5FT Flexifuel","Car"
"Volvo S80 Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo S80, Model Year 2011",0,"Petrol","T5","Car"
"Volvo S80, Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo S80, Model Year 2013",0,"Diesel","D3 Auto","Car"
"Volvo S80, Model Year 2014",0,"Diesel","D5","Car"
"Volvo V40 Model Year 13",0,"Diesel","D3","Car"
"Volvo V40, Model Year 2013",0,"Diesel","D3","Car"
"Volvo V40, Model Year 2014",0,"Diesel","T4","Car"
"Volvo V50 Model Year 04",0,"Petrol","T5","Car"
"Volvo V50 Model Year 05",0,"Petrol","T5","Car"
"Volvo V50 Model Year 06",0,"Petrol","T5","Car"
"Volvo V50 Model Year 07",0,"Petrol","1.8","Car"
"Volvo V50 Model Year 08",0,"Petrol","2.0","Car"
"Volvo V50 Model Year 09",0,"Petrol","2.0","Car"
"Volvo V50 Model Year 2010",0,"Diesel","2.0","Car"
"Volvo V50 Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo V50, Model Year 2011",0,"Diesel","2.0 Manual","Car"
"Volvo V50, Model Year 2012",0,"Diesel","2.0 Manual","Car"
"Volvo V60 Model Year 13",0,"Diesel","D2 Manual","Car"
"Volvo V60 Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo V60, Model Year 2011",0,"Petrol","T6 AWD","Car"
"Volvo V60, Model Year 2012",0,"Petrol","D3 Auto","Car"
"Volvo V60, Model Year 2013",0,"Diesel","D2 Manual","Car"
"Volvo V60, Model Year 2014",0,"Diesel","D5","Car"
"Volvo V70 2.4 Bi-Fuel Model Year 06",0,"Petrol","2.4 Bi-Fuel CNG","Car"
"Volvo V70 Bi Fuel Model Year 07",0,"Petrol","2.4 Bi Fuel","Car"
"Volvo V70 Bi-Fuel Model Year 05",0,"Petrol","2.4 Bi-Fuel (CNG)","Car"
"Volvo V70 Model Year 03",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo V70 Model Year 04",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo V70 Model Year 05",0,"Petrol","2.0 T","Car"
"Volvo V70 Model Year 06",0,"Petrol","2.0 T","Car"
"Volvo V70 Model Year 07",0,"Petrol","2.0 T","Car"
"Volvo V70 Model Year 08",0,"Petrol","2.4","Car"
"Volvo V70 Model Year 09",0,"Diesel","2.5FT Flexifuel","Car"
"Volvo V70 Model Year 09w48",0,"Diesel","2.4D Geartronic","Car"
"Volvo V70 Model Year 13",0,"Diesel","D3 Auto","Car"
"Volvo V70 Model Year 2002",0,"Petrol","2.4 Bi-Fuel","Car"
"Volvo V70 Model Year 2010",0,"Diesel","2.5FT Flexifuel","Car"
"Volvo V70 Model Year 2012",0,"Diesel","D3 Auto","Car"
"Volvo V70, Model Year 2011",0,"Petrol","T5","Car"
"Volvo V70, Model Year 2012",0,"Diesel","D3 Auto","Car"
"Volvo V70, Model Year 2013",0,"Diesel","D3 Auto","Car"
"Volvo V70, Model Year 2014",0,"Diesel","D5","Car"
"Volvo XC60 Model Year 09",0,"Diesel","D5 AWD","Car"
"Volvo XC60 Model Year 13",0,"Diesel","D4 Auto","Car"
"Volvo XC60 Model Year 2010",0,"Diesel","D5 AWD","Car"
"Volvo XC60 Model Year 2012",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC60, Model Year 2011",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC60, Model Year 2012",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC60, Model Year 2013",0,"Diesel","D4 Manual","Car"
"Volvo XC60, Model Year 2014",0,"Diesel","D5 AWD","Car"
"Volvo XC70 Model Year 03",0,"Petrol","2.5T","Car"
"Volvo XC70 Model Year 04",0,"Petrol","2.5T","Car"
"Volvo XC70 Model Year 05",0,"Petrol","2.5 T","Car"
"Volvo XC70 Model Year 06",0,"Petrol","D5 AWD","Car"
"Volvo XC70 Model Year 07",0,"Petrol","D5 AWD","Car"
"Volvo XC70 Model Year 09",0,"Diesel","D5 AWD","Car"
"Volvo XC70 Model Year 13",0,"Diesel","D4 Auto","Car"
"Volvo XC70 Model Year 2010",0,"Diesel","D5 AWD","Car"
"Volvo XC70 Model Year 2012",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC70, Model Year 2011",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC70, Model Year 2012",0,"Diesel","T6 AWD Auto","Car"
"Volvo XC70, Model Year 2013",0,"Diesel","D4 Manual","Car"
"Volvo XC70, Model Year 2014",0,"Diesel","D5 AWD","Car"
"Volvo XC90 Model Year 03",0,"Petrol","T6 (Geartronic)","Car"
"Volvo XC90 Model Year 04",0,"Diesel","T6 (Geartronic)","Car"
"Volvo XC90 Model Year 05",0,"Petrol","T6 (Geartronic)","Car"
"Volvo XC90 Model Year 06",0,"Petrol","2.5 T","Car"
"Volvo XC90 Model Year 07",0,"Petrol","D5","Car"
"Volvo XC90 Model Year 08",0,"Petrol","D5","Car"
"Volvo XC90 Model Year 09",0,"Petrol","D5","Car"
"Volvo XC90 Model Year 13",0,"Diesel","D5","Car"
"Volvo XC90 Model Year 2010",0,"Petrol","D5","Car"
"Volvo XC90 Model Year 2012",0,"Diesel","D5 AWD Auto","Car"
"Volvo XC90, Model Year 2011",0,"Petrol","D5 AWD","Car"
"Volvo XC90, Model Year 2012",0,"Diesel","D5 AWD Auto","Car"
"Volvo XC90, Model Year 2013",0,"Diesel","D5","Car"
"Volvo XC90, Model Year 2014",0,"Diesel","D5","Car"
